Time,Power,Head,Flow,Volume,Price,Date
8,2.1752114877107247,60.930083728851315,4.148099795158345,510280.85843600926,70.85,2023-05-25
9,-3.5027980804443355,63.382298607837924,-7.609886169433594,482885.2682260483,55.86,2023-05-25
10,-4.022944164464586,66.27020500338968,-8.961954813360379,450622.23089795094,42.15,2023-05-25
11,-4.6204514503479,69.60000000000036,-10.33327484130858,413422.44146924006,23.35,2023-05-25
12,-5.240552997900602,71.97741049990812,-9.41192515775252,379539.51090133097,21.73,2023-05-25
13,-5.802252292633057,74.58754424926306,-10.333274841308608,342339.72147262,21.37,2023-05-25
14,-4.398015022277832,76.59845089411188,-7.9609909057617045,313680.15421187785,36.95,2023-05-25
15,0.0,76.59845089411186,1.4210854715202004e-14,313680.1542118779,68.93,2023-05-25
16,2.5658111572265625,75.45360413465916,4.5323410034179545,329996.58182418253,79.18,2023-05-25
17,2.7265469365306823,74.23648109240168,4.81847603190613,347343.0955390446,89.88,2023-05-25
18,3.721604919433594,72.54903837172776,6.680427551269531,371392.6347236149,105.82,2023-05-25
19,3.2568009405600034,71.08900373522728,5.780140263125858,392201.139670868,100.0,2023-05-25
20,3.3160114668757896,69.60000000000036,5.894826209437213,413422.51402484195,100.45,2023-05-25
21,2.8468924973220364,67.86957153509044,5.369987661013951,432754.4696044922,90.94,2023-05-25
22,2.503759002685547,66.34201373352694,4.740425109863281,449820.0,88.11,2023-05-25
23,0.0,66.3420137335269,0.0,449820.0,76.4,2023-05-25
0,-5.735174313202551,79.39999999999964,-10.215610791362252,273752.3011510959,16.09,2023-12-11
1,-7.069169998168945,81.71224957589997,-10.388542175292969,236353.54932004123,13.36,2023-12-11
2,-7.069169998168945,84.02449915179996,-10.388542175292976,198954.7974889865,9.32,2023-12-11
3,-7.069169998168945,86.33674872769994,-10.388542175292969,161556.04565793183,12.42,2023-12-11
4,-5.398875831629088,88.12229731262991,-8.022164637379142,132676.25296336692,35.45,2023-12-11
5,-3.1583624604536453e-12,88.12229731263102,-4.916955731459893e-12,132676.25296334922,74.56,2023-12-11
6,3.1254568099975586,87.03200636244021,4.898490905761719,150310.8202240914,94.05,2023-12-11
7,3.1254568099975586,85.9417154122494,4.898490905761733,167945.38748483366,99.68,2023-12-11
8,3.1254568099975586,84.85142446205859,4.898490905761719,185579.95474557584,98.67,2023-12-11
9,3.1254568099975586,83.76113351186778,4.898490905761719,203214.52200631803,93.47,2023-12-11
10,3.1254568099975586,82.67084256167698,4.898490905761719,220849.08926706022,91.43,2023-12-11
11,0.0,82.67084256167698,-1.4210854715202004e-14,220849.08926706016,84.48,2023-12-11
12,0.0,82.67084256167698,0.0,220849.08926706016,82.92,2023-12-11
13,3.1254568099975586,81.58055161148617,4.898490905761719,238483.65652780235,91.99,2023-12-11
14,3.1254568099975586,80.49026066129537,4.898490905761719,256118.22378854454,97.65,2023-12-11
15,3.1254337875339546,79.39997474049812,4.898454822931086,273752.66115109646,107.16,2023-12-11
16,3.7216049194339575,77.712532019824,6.68042755127037,297802.2003356698,118.9,2023-12-11
17,4.176683562317503,75.77660718393453,7.664144952841909,325393.12216590066,123.12,2023-12-11
18,3.98852566758066,73.94342035258519,7.257414823467073,351519.8155303821,121.69,2023-12-11
19,3.721604919433594,72.25597763191125,6.680427551269574,375569.3547149526,114.21,2023-12-11
20,3.143708038330078,70.85127436389865,5.561088562011719,395589.2735381948,99.6,2023-12-11
21,2.802496322486687,69.60000000000036,4.953677912957559,413422.51402484195,96.55,2023-12-11
22,2.677299434214323,67.96983996632616,5.058827593178904,431634.29336028604,88.1,2023-12-11
23,2.67335206579327,66.3420137335269,5.051585177698328,449820.0,88.07,2023-12-11
0,3.1437080383293505,75.41488433550145,5.561088562011713,330548.4188232422,64.2,2023-11-01
1,2.5658111857559667,74.27003756160164,4.532341060612614,346864.8466414476,50.23,2023-11-01
2,0.0,74.27003756160164,0.0,346864.8466414476,26.48,2023-11-01
3,0.0,74.27003756160164,0.0,346864.8466414476,23.75,2023-11-01
4,0.0,74.27003756160164,0.0,346864.8466414476,30.13,2023-11-01
5,0.0,74.27003756160164,0.0,346864.8466414476,47.99,2023-11-01
6,3.4140008597777824,72.7330919528385,6.084623592724654,368769.49157525634,68.07,2023-11-01
7,3.257421925256334,71.27275349591793,5.7813430596888224,389582.3265901361,66.88,2023-11-01
8,3.5666324448738522,69.66113197114822,6.380258544118561,412551.25734896294,69.23,2023-11-01
9,0.0,69.66113197114822,0.0,412551.25734896294,46.22,2023-11-01
10,0.0,69.66113197114822,0.0,412551.25734896294,43.5,2023-11-01
11,0.0,69.66113197114834,0.0,412551.25734896155,47.64,2023-11-01
12,0.0,69.66113197114824,0.0,412551.25734896294,38.92,2023-11-01
13,0.0,69.66113197114822,0.0,412551.25734896294,32.84,2023-11-01
14,0.0,69.66113197114824,0.0,412551.25734896294,37.28,2023-11-01
15,2.0436239267676286,68.41774727392645,3.9108657882206614,426630.3741865573,51.58,2023-11-01
16,2.9638940811164503,66.61814401469242,5.584655761721834,446735.1349287559,63.4,2023-11-01
17,4.0850183699468765,64.06601171304129,7.919956962713471,475246.97999452444,80.46,2023-11-01
18,3.424029361982379,61.97574237360443,6.48667124275218,498598.99646843225,71.8,2023-11-01
19,2.404195524769159,60.50602646916103,4.560926055078255,515018.330266714,57.48,2023-11-01
20,0.0,60.506026469161036,0.0,515018.330266714,40.15,2023-11-01
21,0.0,60.50602646916103,0.0,515018.3302667132,40.77,2023-11-01
22,-3.9498594284049906,63.33708655934506,-8.785545349121094,483390.36700987734,23.0,2023-11-01
23,-4.173386242521839,66.3420137335269,-9.325101947188145,449820.0,19.49,2023-11-01
0,0.0,76.81958760351405,-0.0,310528.5,73.16,2023-06-06
1,1.7976731214730535e-12,76.81958760351418,-5.258016244624741e-13,310528.49999999814,69.68,2023-06-06
2,3.2880365097298636e-12,76.81958760351438,-7.815970093361102e-13,310528.49999999534,67.58,2023-06-06
3,0.0,76.81958760351452,-5.684341886080801e-13,310528.49999999325,73.88,2023-06-06
4,0.0,76.81958760351466,-5.826450433232822e-13,310528.49999999115,84.64,2023-06-06
5,3.1437080383293505,75.41488433550207,5.561088562011719,330548.41882323334,106.72,2023-06-06
6,3.4137675515353054,73.87805286011168,6.08417174940071,352451.4371210759,108.8,2023-06-06
7,2.5658111572265625,72.73320610065895,4.532341003417969,368767.8647333806,94.9,2023-06-06
8,0.0,72.73320610065915,-7.389644451905042e-13,368767.86473337794,86.01,2023-06-06
9,0.0,72.73320610065915,0.0,368767.86473337794,82.03,2023-06-06
10,0.0,72.73320610065915,0.0,368767.86473337794,75.8,2023-06-06
11,0.0,72.73320610065896,7.247535904753022e-13,368767.86473338056,71.02,2023-06-06
12,0.0,72.73320610065896,0.0,368767.86473338056,67.44,2023-06-06
13,0.0,72.73320610065923,-1.0658141036401503e-12,368767.8647333767,68.3,2023-06-06
14,0.0,72.73320610065896,1.0658141036401503e-12,368767.86473338056,70.96,2023-06-06
15,3.1583624604536453e-12,72.73320610065896,0.0,368767.86473338056,83.0,2023-06-06
16,2.5658111572265625,71.58835934120623,4.532341003417969,385084.29234568524,91.86,2023-06-06
17,3.1437080383293505,70.18365607319396,5.561088562010426,405104.2111689228,102.88,2023-06-06
18,3.3596360574351913,68.29498964946441,6.360439845559014,428001.7946129352,109.39,2023-06-06
19,3.2201623732246616,66.33350236884571,6.087025674711114,449915.08704189525,108.33,2023-06-06
20,2.562536311455488,64.77119368517288,4.848266498236555,467368.8464355468,97.96,2023-06-06
21,2.043623924255371,63.51095364334297,3.9108657836914062,481447.9632568359,89.99,2023-06-06
22,2.8741453661496053e-12,63.51095364334297,0.0,481447.9632568359,86.74,2023-06-06
23,-3.9498594284057615,66.34201373352694,-8.78554534912108,449820.0,78.4,2023-06-06
0,3.425905816436626,75.27681741053081,6.107682575658945,332516.1572723722,78.8,2023-08-13
1,2.785152626154131,74.0333417950284,4.922803399108215,350238.2495091618,69.66,2023-08-13
2,2.6983105208909732,72.82891550996466,4.7682107603626775,367403.80824646744,69.0,2023-08-13
3,3.0956789419436044,71.44580895531803,5.475589198258973,387115.9293601997,72.02,2023-08-13
4,3.3061689743313636,69.96162071753689,5.875762106451518,408268.6729434252,77.89,2023-08-13
5,3.1248925269756844,68.16002144873936,5.900265525895861,429509.6288366503,77.15,2023-08-13
6,2.843441126910891,66.43163353602174,5.363655275528501,448818.7878285529,71.59,2023-08-13
7,0.0,66.43163353602174,0.0,448818.7878285529,49.74,2023-08-13
8,-4.396920776367187,69.60000000000036,-9.832298278808594,413422.51402484195,28.31,2023-08-13
9,-4.7775508256484365,71.78243606556345,-8.640059803303473,382318.2987329495,14.12,2023-08-13
10,-5.292148425404301,74.17973250129012,-9.490671867897703,348151.88000851776,3.64,2023-08-13
11,-5.802252292633057,76.78986625064506,-10.333274841308594,310952.0905798068,-0.95,2023-08-13
12,-5.802252292633057,79.4,-10.333274841308594,273752.3011510959,1.45,2023-08-13
13,-6.042154026031494,81.39423793075412,-8.959770202636719,241497.12842160367,6.76,2023-08-13
14,-5.357476711273193,83.16617065576824,-7.960990905761719,212837.56116086149,17.45,2023-08-13
15,3.1254568099975586,82.07587970557744,4.898490905761719,230472.12842160367,70.91,2023-08-13
16,3.5539676231108586,80.82287779432914,5.629523446083468,250738.4128275042,89.56,2023-08-13
17,3.9837001443046187,79.4,6.392746756553251,273752.3011510959,100.0,2023-08-13
18,4.299501800536746,77.39701392953681,7.929634094239049,302298.98389035644,110.9,2023-08-13
19,4.984690326458759,74.98161124191809,9.562352821868984,336723.4540490848,120.0,2023-08-13
20,4.99126927382718,72.56209436571511,9.578640508812384,371206.5598808094,120.05,2023-08-13
21,4.669692914573286,70.33787941108764,8.805458508781214,402906.21051242173,114.0,2023-08-13
22,3.627050741668479,68.31216090047388,6.917708546239297,427809.9612788832,98.02,2023-08-13
23,3.2338712881639062,66.3420137335269,6.113899644754667,449820.0,89.63,2023-08-13
0,0.0,76.81958760351405,0.0,310528.5,88.75,2023-05-08
1,0.0,76.81958760351404,0.0,310528.5,84.39,2023-05-08
2,0.0,76.81958760351405,0.0,310528.5,84.2,2023-05-08
3,0.0,76.81958760351407,0.0,310528.5,90.91,2023-05-08
4,0.0,76.81958760351402,0.0,310528.5,98.25,2023-05-08
5,2.5658111572265625,75.67474084406132,4.532341003418026,326844.9276123049,108.16,2023-05-08
6,2.5658111572265625,74.52989408460861,4.532341003417869,343161.35522460926,110.97,2023-05-08
