Time,Power,Head,Flow,Price,Date,Mode,Volume
14,-4.944780239510757,74.56942662815621,-7.723327576942263,33.82,2024-04-24,Pump,293166.9848187141
15,0.0,74.56942662815621,0.0,57.13,2024-04-24,Idle,293166.9848187141
16,0.0,74.56942662815621,0.0,65.77,2024-04-24,Idle,293166.9848187141
17,2.8049413633552263,73.17131788862872,4.660363223614177,89.86,2024-04-24,Turbine,309944.2924237251
18,4.132895534053487,71.06450595702731,7.022707581689982,108.15,2024-04-24,Turbine,335226.03971780906
19,4.6654929484440775,68.6278739479703,8.12210801881418,110.0,2024-04-24,Turbine,364465.6285855401
20,3.570071860467508,66.67000453002412,6.526232455366084,99.54,2024-04-24,Turbine,387960.065424858
21,0.0,66.67000453002412,0.0,89.31,2024-04-24,Idle,387960.065424858
22,0.0,66.67000453002412,0.0,83.5,2024-04-24,Idle,387960.065424858
23,0.0,66.67000453002412,0.0,80.0,2024-04-24,Idle,387960.065424858
0,0.0,73.12263393186296,0.0,22.62,2024-08-09,Idle,310528.5
1,0.0,73.12263393186296,0.0,26.4,2024-08-09,Idle,310528.5
2,0.0,73.12263393186296,0.0,30.98,2024-08-09,Idle,310528.5
3,0.0,73.12263393186296,0.0,25.34,2024-08-09,Idle,310528.5
4,2.978776135866361,71.59449292256615,5.09380419339228,48.04,2024-08-09,Turbine,328866.1950962122
5,3.4639685651031424,69.77742050627569,6.05690904012643,51.0,2024-08-09,Turbine,350671.0676406673
6,2.8845776203154427,68.19799998974113,5.26473591200563,45.89,2024-08-09,Turbine,369624.11692388763
7,0.0,68.19799998974113,0.0,29.17,2024-08-09,Idle,369624.11692388763
8,-4.54747405707625,70.50118854478504,-7.67729643303943,6.98,2024-08-09,Pump,341985.8497649457
9,-4.773170723699337,72.81222173540831,-7.703445222559999,0.1,2024-08-09,Pump,314253.4469637297
10,-4.999636110754482,75.13112628035584,-7.729683074577996,-0.36,2024-08-09,Pump,286426.5878952489
11,-5.22687283649525,77.45792898937623,-7.756010292439217,-0.69,2024-08-09,Pump,258504.95084246772
12,-5.454883528092955,79.79265676353187,-7.782427180523001,-1.86,2024-08-09,Pump,230488.21299258491
13,-5.683670821667024,82.13533659550974,-7.808934044244751,-3.32,2024-08-09,Pump,202376.0504333038
14,-5.913237362315483,84.48599556993379,-7.835531190060946,-4.79,2024-08-09,Pump,174168.1381490844
15,-6.143585804145527,86.8446608636778,-7.862218925471178,1.79,2024-08-09,Pump,145864.15001738816
16,0.0,86.8446608636778,0.0,41.07,2024-08-09,Idle,145864.15001738816
17,5.534571957538498,84.43644385823613,8.027391324680227,79.93,2024-08-09,Turbine,174762.75878623698
18,6.946220255372362,81.2476744938598,10.629232944605851,107.86,2024-08-09,Turbine,213027.99738681805
19,6.570673854616251,78.15365471471432,10.31340094243144,110.32,2024-08-09,Turbine,250156.24077957124
20,6.206286262052455,75.15156917642219,10.006953423042788,105.21,2024-08-09,Turbine,286181.2731025253
21,5.852725910130269,72.23868618841746,9.709611540355889,89.07,2024-08-09,Turbine,321135.8746478065
22,5.509671083340429,69.41235522829624,9.421104733786745,73.67,2024-08-09,Turbine,355051.8516894389
23,5.176809625476206,66.67000453002412,9.141170482060904,69.75,2024-08-09,Turbine,387960.065424858
0,0.0,73.12263393186298,0.0,28.93,2024-02-06,Idle,310528.4999999999
1,-5.030054374975856,75.44259573743089,-7.733207277219559,12.2,2024-02-06,Pump,282688.95380200946
2,-5.257394704999155,77.77045930809007,-7.759546498477325,6.81,2024-02-06,Pump,254754.5864074909
3,-5.485509353754466,80.10625155716782,-7.785975430840923,4.6,2024-02-06,Pump,226725.0748564636
4,-5.714400958563109,82.44999948965805,-7.812494379865368,21.2,2024-02-06,Pump,198600.09508894815
5,0.0,82.44999948965805,0.0,52.2,2024-02-06,Idle,198600.09508894815
6,3.2540576503272574,81.05849115646015,4.638361865601263,70.27,2024-02-06,Turbine,215298.1978051127
7,3.8894297866626544,79.30659348827645,5.839659844410974,88.87,2024-02-06,Turbine,236320.9732449922
8,3.906347683775118,77.49454075311014,6.040176766989203,87.3,2024-02-06,Turbine,258065.60960615333
9,3.712917533917509,75.72628867861661,5.894174540983217,84.18,2024-02-06,Turbine,279284.63795369305
10,2.870871289741645,74.32914887367478,4.657133441136296,64.13,2024-02-06,Turbine,296050.3183417837
11,0.0,74.32914887367484,0.0,53.96,2024-02-06,Idle,296050.318341783
12,0.0,74.32914887367484,0.0,50.95,2024-02-06,Idle,296050.318341783
13,0.0,74.32914887367484,0.0,52.43,2024-02-06,Idle,296050.318341783
14,0.0,74.32914887367484,0.0,56.89,2024-02-06,Idle,296050.318341783
15,0.0,74.32914887367482,0.0,61.33,2024-02-06,Idle,296050.31834178325
16,2.791247859744362,72.93083888852226,4.661034042473604,71.98,2024-02-06,Turbine,312830.0408946882
17,4.348494254382279,70.70856839324007,7.407569523266186,84.73,2024-02-06,Turbine,339497.2911784465
18,5.039296078428489,68.07355391455654,8.783383025198644,88.5,2024-02-06,Turbine,371117.4700691615
19,2.4347395664748346,66.67000453002412,4.678498709915715,65.54,2024-02-06,Turbine,387960.065424858
20,0.0,66.67000453002412,0.0,59.98,2024-02-06,Idle,387960.065424858
21,0.0,66.67000453002412,0.0,56.93,2024-02-06,Idle,387960.065424858
22,0.0,66.67000453002412,0.0,52.83,2024-02-06,Idle,387960.065424858
23,0.0,66.67000453002412,0.0,41.34,2024-02-06,Idle,387960.065424858
0,0.0,73.12263393186296,0.0,2.3,2024-07-04,Idle,310528.5
1,0.0,73.12263393186296,0.0,0.18,2024-07-04,Idle,310528.5
2,0.0,73.12263393186296,0.0,1.72,2024-07-04,Idle,310528.5
3,0.0,73.12263393186296,0.0,2.17,2024-07-04,Idle,310528.5
4,0.0,73.12263393186296,0.0,12.13,2024-07-04,Idle,310528.5
5,2.7224881997087405,71.72331342514063,4.664402448254404,19.72,2024-07-04,Turbine,327320.34881371586
6,3.731836725782161,69.77539785922582,6.493052943194505,31.23,2024-07-04,Turbine,350695.3394092162
7,2.6873810958221127,68.29503651924104,4.934538603096708,23.21,2024-07-04,Turbine,368459.6783803643
8,0.0,68.29503651924104,0.0,0.89,2024-07-04,Idle,368459.6783803643
9,0.0,68.29503651924104,0.0,-7.82,2024-07-04,Idle,368459.6783803643
10,0.0,68.29503651924104,0.0,-11.17,2024-07-04,Idle,368459.6783803643
11,-4.556982970795379,70.59855557966632,-7.67839811782336,-25.79,2024-07-04,Pump,340817.4451562002
12,-5.447620628424171,73.1673984399329,-8.56281092790835,-38.84,2024-07-04,Pump,309991.32581573015
13,-5.90441750609769,75.82440088950779,-8.856676273432386,-42.22,2024-07-04,Pump,278107.29123137356
14,-6.940593217371164,78.79087547523598,-9.888250228509424,-50.0,2024-07-04,Pump,242509.59040873963
15,-5.585503132808632,81.13014325086282,-7.797560521223426,-27.88,2024-07-04,Pump,214438.37253233523
16,0.0,81.13014325086282,0.0,-2.38,2024-07-04,Idle,214438.37253233523
17,4.459423306663489,79.09385671516284,6.78762289042271,38.04,2024-07-04,Turbine,238873.81493785698
18,6.317015335530362,76.06383445916042,10.100075830567029,61.07,2024-07-04,Turbine,275234.0879278983
19,5.960164832271978,73.12384485186688,9.799966952691578,73.19,2024-07-04,Turbine,310513.96895758796
20,5.6139176161471465,70.27121270572627,9.508775368120697,65.15,2024-07-04,Turbine,344745.56028282247
21,5.277958626095257,67.50334232244083,9.226236112617254,49.73,2024-07-04,Turbine,377960.0102882446
22,0.0,67.50334232244083,0.0,1.8,2024-07-04,Idle,377960.0102882446
23,0.0,67.50334232244083,0.0,0.0,2024-07-04,Idle,377960.0102882446
0,3.110899221383737,71.52808260870896,5.315171942279505,42.82,2024-03-23,Turbine,329663.1189922062
1,2.6316142261757056,70.12742657894391,4.668854192454665,27.64,2024-03-23,Turbine,346470.99408504297
2,0.0,70.12742657894391,0.0,23.62,2024-03-23,Idle,346470.99408504297
3,0.0,70.12742657894418,0.0,21.46,2024-03-23,Idle,346470.9940850398
4,0.0,70.12742657894418,0.0,21.72,2024-03-23,Idle,346470.9940850398
5,0.0,70.12742657894418,0.0,22.58,2024-03-23,Idle,346470.9940850398
6,0.0,70.12742657894418,0.0,21.92,2024-03-23,Idle,346470.9940850398
7,0.0,70.12742657894418,0.0,19.37,2024-03-23,Idle,346470.9940850398
8,0.0,70.12742657894418,0.0,5.26,2024-03-23,Idle,346470.9940850398
9,0.0,70.12742657894418,0.0,0.01,2024-03-23,Idle,346470.9940850398
10,0.0,70.12742657894444,0.0,-0.05,2024-03-23,Idle,346470.9940850367
11,0.0,70.12742657894444,0.0,0.2,2024-03-23,Idle,346470.9940850367
12,0.0,70.12742657894444,0.0,-0.15,2024-03-23,Idle,346470.9940850367
13,-4.73654461698481,72.43718674031051,-7.699201791011987,-7.95,2024-03-23,Pump,318753.86763739353
14,0.0,72.43718674031051,0.0,-0.93,2024-03-23,Idle,318753.86763739353
15,-4.962885255912305,74.75481392007678,-7.725425189947483,-1.47,2024-03-23,Pump,290942.3369535826
16,0.0,74.75481392007678,0.0,18.27,2024-03-23,Idle,290942.3369535826
17,2.8155066425122675,73.35686045244088,4.659845650557964,41.32,2024-03-23,Turbine,307717.78129559127
18,4.23621638019231,71.2035857362097,7.177583555663574,52.96,2024-03-23,Turbine,333557.0820959802
19,3.263147618675837,69.47592873426996,5.758857610446424,44.97,2024-03-23,Turbine,354288.96949358727
20,2.514661341584564,68.0735539145565,4.674583493215209,36.52,2024-03-23,Turbine,371117.4700691621
21,2.4347395664748213,66.67000453002407,4.678498709915687,33.17,2024-03-23,Turbine,387960.0654248585
22,0.0,66.67000453002406,0.0,25.19,2024-03-23,Idle,387960.0654248587
23,0.0,66.67000453002412,0.0,15.02,2024-03-23,Idle,387960.065424858
0,-5.030054374975855,75.44259573743089,-7.733207277219577,122.9,2024-12-13,Pump,282688.95380200946
1,-5.2573947049991565,77.77045930809005,-7.759546498477329,118.97,2024-12-13,Pump,254754.586407491
2,-5.485509353754464,80.10625155716781,-7.785975430840923,114.95,2024-12-13,Pump,226725.0748564637
3,-5.714400958563124,82.44999948965805,-7.8124943798654,115.64,2024-12-13,Pump,198600.09508894815
4,-5.944072165729088,84.80173020253335,-7.839103652146554,123.14,2024-12-13,Pump,170379.32194122055
5,0.0,84.80173020253335,0.0,143.95,2024-12-13,Idle,170379.32194122055
6,3.388083511681117,83.41219157110149,4.631796191979163,186.4,2024-12-13,Turbine,187053.78823234548
7,6.825592446978055,80.25385635491475,10.527785767462388,253.0,2024-12-13,Turbine,224953.8169952099
8,6.4536303238872925,77.18936641806893,10.21496811874489,245.74,2024-12-13,Turbine,261727.70222269162
9,4.708190810874817,74.91185293830567,7.591712834841003,208.42,2024-12-13,Turbine,289057.8684281192
10,0.0,74.91185293830567,0.0,174.1,2024-12-13,Idle,289057.8684281192
11,0.0,74.91185293830567,0.0,165.84,2024-12-13,Idle,289057.8684281192
12,0.0,74.91185293830567,0.0,165.0,2024-12-13,Idle,289057.8684281192
13,2.8244563447758217,73.51403099934771,4.659407221560144,184.5,2024-12-13,Turbine,305831.73442573566
14,5.659870454551934,70.64980504650235,9.547421396759908,214.74,2024-12-13,Turbine,340202.4514540713
15,5.32254604358636,67.87068534940299,9.263733831433475,245.43,2024-12-13,Turbine,373551.89324723184
16,4.995244730679962,65.17414310100494,8.988475624294596,284.21,2024-12-13,Turbine,405910.4054946924
17,4.677668694235971,62.55772463404045,8.72139630937952,260.0,2024-12-13,Turbine,437307.43220845866
18,4.369528961987726,60.01904918835082,8.462252862951686,225.6,2024-12-13,Turbine,467771.54251508473
19,4.070545148053878,57.55580674455907,8.210809482367056,175.0,2024-12-13,Turbine,497330.45665160613
20,-3.5046121794691123,59.822748103258114,-7.556472425557871,146.22,2024-12-13,Pump,470127.1559195977
21,-3.7267568696934177,62.09741063997357,-7.582209689801567,135.09,2024-12-13,Pump,442831.20103631204
22,-3.9496581823561634,64.37982065295513,-7.608034614891933,116.52,2024-12-13,Pump,415442.2764227012
23,-4.17331869450528,66.67000453002413,-7.633947499400882,116.94,2024-12-13,Pump,387960.0654248579
0,-6.722497138962345,76.0979742974275,-9.917802832773871,-0.08,2024-10-21,Pump,274824.409802014
1,-7.112858512661004,79.12170717620874,-10.079111236417509,-0.04,2024-10-21,Pump,238539.60935091076
2,-7.509568930709221,82.1946196496991,-10.24304324546296,0.09,2024-10-21,Pump,201664.65366724425
3,-7.912731657330534,85.31751160090177,-10.409641531619483,5.91,2024-10-21,Pump,164189.944153414
4,-6.225068666685003,87.67900902935185,-7.871659376027957,44.88,2024-10-21,Pump,135851.97039971338
5,3.552060522742937,86.29188027467822,4.623763268144296,96.17,2024-10-21,Turbine,152497.51816503273
6,3.62940821213488,84.82497657384087,4.889679798637356,120.31,2024-10-21,Turbine,170100.3654401272
7,3.3894083295783304,83.43545741250325,4.63173129165447,103.9,2024-10-21,Turbine,186774.59809008322
8,0.0,83.43545741250325,0.0,89.63,2024-10-21,Idle,186774.59809008322
9,0.0,83.43545741250325,0.0,82.57,2024-10-21,Idle,186774.59809008322
10,0.0,83.43545741250325,0.0,75.82,2024-10-21,Idle,186774.59809008322
11,0.0,83.43545741250325,0.0,81.6,2024-10-21,Idle,186774.59809008322
12,0.0,83.43545741250325,0.0,81.44,2024-10-21,Idle,186774.59809008322
13,0.0,83.43545741250325,0.0,83.09,2024-10-21,Idle,186774.59809008322
14,3.3102192024191788,82.04477445365643,4.635610617316502,91.49,2024-10-21,Turbine,203462.79631242272
15,3.230963750079696,80.65292672255693,4.639493192124061,106.19,2024-10-21,Turbine,220164.97180406936
16,6.500629470922106,77.57657899748897,10.25449408591868,148.8,2024-10-21,Turbine,257081.15051337657
17,6.138323144058148,74.59164041421487,9.949796897013147,170.8,2024-10-21,Turbine,292900.4193426239
18,5.786782216090828,71.69539488471396,9.654153336316767,119.49,2024-10-21,Turbine,327655.3713533643
19,2.6411494045802217,70.29487898803632,4.668387082087321,91.78,2024-10-21,Turbine,344461.56484887865
20,3.5027078594444654,68.42001795183813,6.249537804504513,97.73,2024-10-21,Turbine,366959.9009450949
21,3.144350957949253,66.67000453002412,5.833379022156436,92.97,2024-10-21,Turbine,387960.065424858
22,0.0,66.67000453002412,0.0,82.44,2024-10-21,Idle,387960.065424858
23,0.0,66.67000453002412,0.0,78.72,2024-10-21,Idle,387960.065424858
0,0.0,73.1226339318629,0.0,51.06,2024-08-05,Idle,310528.50000000093
1,0.0,73.12263393186282,0.0,46.45,2024-08-05,Idle,310528.50000000175
2,0.0,73.12263393186255,0.0,48.45,2024-08-05,Idle,310528.500000005
3,0.0,73.12263393186223,0.0,54.7,2024-08-05,Idle,310528.50000000885
4,0.0,73.12263393186223,0.0,69.99,2024-08-05,Idle,310528.50000000885
5,2.812335983787184,71.67815235796786,4.814939363329296,80.11,2024-08-05,Turbine,327862.2817079944
6,2.8297221495592697,70.18234394108192,4.986028867814468,78.56,2024-08-05,Turbine,345811.98563212634
7,0.0,70.18234394108192,0.0,70.12,2024-08-05,Idle,345811.98563212634
8,0.0,70.18234394108192,0.0,45.78,2024-08-05,Idle,345811.98563212634
9,-4.741926141457489,72.49229115039593,-7.699825284273215,27.18,2024-08-05,Pump,318092.61460874276
10,-4.968285109799766,74.81010601519345,-7.726050806820146,30.4,2024-08-05,Pump,290278.83170419023
11,-5.539049441161103,77.26888370833305,-8.195926977770933,8.26,2024-08-05,Pump,260773.49458421487
12,-6.427416063966047,79.98674302793894,-9.059532539886012,3.31,2024-08-05,Pump,228159.17744062527
13,-5.7966319435254166,82.36646185070042,-7.932397366951692,9.97,2024-08-05,Pump,199602.54691959918
14,-5.93588605061098,84.71790803527111,-7.838155224310176,27.18,2024-08-05,Pump,171385.18811208254
15,0.0,84.71790803527111,0.0,60.36,2024-08-05,Idle,171385.18811208254
16,3.3833064604199485,83.32829919823705,4.632030210691252,94.75,2024-08-05,Turbine,188060.49687057105
17,6.815712309821663,80.17245672035294,10.519476638434474,127.87,2024-08-05,Turbine,225930.61276893516
18,6.444043760454999,77.11038545376245,10.206905883248288,171.91,2024-08-05,Turbine,262675.473948629
19,6.083418794637924,74.13929912502857,9.903622707697084,136.76,2024-08-05,Turbine,298328.5156963385
20,5.733509268550291,71.25649425072586,9.609351145030782,111.88,2024-08-05,Turbine,332922.1798184493
21,5.393996788682278,68.45934767745715,9.323823428444868,99.04,2024-08-05,Turbine,366487.94416085084
22,3.2249042573386584,66.67000453002412,5.964478128890882,78.78,2024-08-05,Turbine,387960.065424858
23,0.0,66.67000453002412,0.0,65.9,2024-08-05,Idle,387960.065424858
